HOG_0682567_sub11247	'tr|Q4WKF3|Q4WKF3_ASPFU', 'tr|A7ECQ5|A7ECQ5_SCLS1', 'sp|P53731|ARPC2_YEAST', 'tr|Q6CHZ7|Q6CHZ7_YARLI', 'sp|O14241|ARPC2_SCHPO'
HOG_0430264_sub13612	'sp|Q4WVI6|MUB1_ASPFU', 'tr|A7F1S7|A7F1S7_SCLS1', 'sp|Q03162|MUB1_YEAST', 'tr|Q6C734|Q6C734_YARLI', 'sp|P87311|MUB1_SCHPO'
HOG_0435916_sub10656	'tr|Q4X1U5|Q4X1U5_ASPFU', 'tr|A7F7J2|A7F7J2_SCLS1'
HOG_0672877_sub11457	'sp|Q4WYE5|MUS81_ASPFU', 'tr|A7E8F6|A7E8F6_SCLS1', 'sp|Q04149|MUS81_YEAST', 'sp|P87231|MUS81_SCHPO'
HOG_0436731_sub12410	'tr|Q4WSG8|Q4WSG8_ASPFU', 'tr|A7F6X4|A7F6X4_SCLS1'
HOG_0906308_sub11791	'tr|Q4WB30|Q4WB30_ASPFU', 'tr|A7EZK8|A7EZK8_SCLS1', 'sp|P20051|PYRC_YEAST', 'tr|Q6C0P7|Q6C0P7_YARLI', 'sp|Q9UTI0|PYRC_SCHPO'
HOG_0435724_sub12775	'tr|Q4WN20|Q4WN20_ASPFU', 'tr|A7F7C0|A7F7C0_SCLS1'
HOG_0427048_sub11177	'tr|Q4WJJ6|Q4WJJ6_ASPFU', 'tr|A7EQ02|A7EQ02_SCLS1'
HOG_0417951_sub12168	'tr|Q4WIH9|Q4WIH9_ASPFU', 'tr|A7EIT2|A7EIT2_SCLS1'
HOG_0681220_sub10869	'tr|Q4WMY8|Q4WMY8_ASPFU', 'tr|A7F6M8|A7F6M8_SCLS1', 'sp|P53255|DRN1_YEAST', 'tr|Q6CDP5|Q6CDP5_YARLI', 'sp|Q10414|MU161_SCHPO'
HOG_0426570_sub12198	'sp|Q4WVM7|ATM_ASPFU', 'tr|A7ED35|A7ED35_SCLS1'
HOG_0356295_sub14104	'tr|A7EKI3|A7EKI3_SCLS1', 'tr|Q6CAM7|Q6CAM7_YARLI'
HOG_0426652_sub10281	'tr|Q4WEH1|Q4WEH1_ASPFU', 'tr|A7E8V2|A7E8V2_SCLS1'
HOG_0671322_sub12008	'sp|P38123|SWD3_YEAST', 'tr|Q6C0A7|Q6C0A7_YARLI'
HOG_0671322_sub12014	'sp|Q4WTL0|CIAO1_ASPFU', 'sp|A7EZJ5|CIAO1_SCLS1', 'sp|Q05583|CIAO1_YEAST', 'sp|Q6CBI8|CIAO1_YARLI'
HOG_0671226_sub11369	'tr|Q4WNE8|Q4WNE8_ASPFU', 'sp|P53633|PRA1_YEAST', 'tr|B5RSJ9|B5RSJ9_YARLI', 'sp|Q9UUN5|PRA1_SCHPO'
HOG_0680408_sub14540	'tr|Q4WDA0|Q4WDA0_ASPFU', 'tr|A7E5J4|A7E5J4_SCLS1', 'sp|P33307|CSE1_YEAST', 'tr|Q6C6Q8|Q6C6Q8_YARLI', 'sp|O13671|CSE1_SCHPO'
HOG_0433414_sub10027	'tr|Q4X063|Q4X063_ASPFU', 'tr|A7F2J9|A7F2J9_SCLS1'
HOG_0671684_sub12438	'tr|Q4X1X4|Q4X1X4_ASPFU', 'tr|A7EUA8|A7EUA8_SCLS1', 'sp|P36100|T2EA_YEAST', 'tr|Q6C0A8|Q6C0A8_YARLI', 'sp|Q9P3W1|T2EA_SCHPO'
HOG_0688968_sub13016	'tr|Q4WAH5|Q4WAH5_ASPFU', 'tr|A7EHA5|A7EHA5_SCLS1'
HOG_0426855_sub13649	'tr|E9QVR0|E9QVR0_ASPFU', 'tr|A7EQI9|A7EQI9_SCLS1'
HOG_0355698_sub12230	'sp|P38840|ARO9_YEAST', 'tr|Q6CCZ6|Q6CCZ6_YARLI'
HOG_0355935_sub12396	'sp|Q06623|HDA3_YEAST', 'tr|Q6C4B7|Q6C4B7_YARLI'
HOG_0679726_sub12625	'tr|Q4WDM0|Q4WDM0_ASPFU', 'tr|A7EUG8|A7EUG8_SCLS1', 'tr|Q6C5X9|Q6C5X9_YARLI'
HOG_0679726_sub12629	'tr|Q4WGP3|Q4WGP3_ASPFU', 'tr|A7F894|A7F894_SCLS1', 'sp|P17505|MDHM_YEAST', 'tr|Q6C8V3|Q6C8V3_YARLI', 'sp|Q9Y7R8|MDHM_SCHPO'
HOG_0427916_sub11838	'tr|Q4WCF7|Q4WCF7_ASPFU', 'tr|A7E7Y9|A7E7Y9_SCLS1', 'sp|Q09189|AZR1_SCHPO'
HOG_0681065_sub11211	'tr|Q4WE90|Q4WE90_ASPFU', 'tr|A7EQU0|A7EQU0_SCLS1', 'sp|Q06680|CND3_YEAST', 'tr|Q6C2E0|Q6C2E0_YARLI', 'sp|Q10429|CND3_SCHPO'
HOG_0436843_sub13397	'tr|Q4W9X2|Q4W9X2_ASPFU', 'tr|A7F8W5|A7F8W5_SCLS1'
HOG_0427669_sub10198	'tr|Q4X0L4|Q4X0L4_ASPFU', 'tr|A7EYT0|A7EYT0_SCLS1', 'tr|Q6C744|Q6C744_YARLI', 'sp|O14133|ATE1_SCHPO'
HOG_0690568_sub10950	'tr|Q4WXS3|Q4WXS3_ASPFU', 'tr|A7EMI1|A7EMI1_SCLS1', 'sp|Q3E764|TMA7_YEAST', 'tr|B5FVB9|B5FVB9_YARLI'
HOG_0681004_sub12518	'sp|Q4WJI7|BTAF1_ASPFU', 'tr|A7EPF3|A7EPF3_SCLS1', 'sp|P32333|BTAF1_YEAST', 'tr|Q6BZT4|Q6BZT4_YARLI', 'sp|O43065|BTAF1_SCHPO'
HOG_0681004_sub12514	'tr|Q4WIB7|Q4WIB7_ASPFU', 'tr|A7EDX4|A7EDX4_SCLS1'
HOG_0680663_sub10379	'tr|Q4X1Y2|Q4X1Y2_ASPFU', 'tr|A7EUB8|A7EUB8_SCLS1', 'tr|Q6C757|Q6C757_YARLI'
HOG_0426423_sub13578	'tr|Q4WDF8|Q4WDF8_ASPFU', 'tr|A7E5L0|A7E5L0_SCLS1'
HOG_0433907_sub11798	'tr|Q4WXA6|Q4WXA6_ASPFU', 'tr|A7F3M2|A7F3M2_SCLS1', 'sp|P17883|SKI3_YEAST', 'tr|Q6C3F0|Q6C3F0_YARLI'
HOG_0680651_sub13126	'tr|Q4WKP5|Q4WKP5_ASPFU', 'tr|A7F5C1|A7F5C1_SCLS1', 'tr|Q6CBT5|Q6CBT5_YARLI', 'sp|O74942|CYP9_SCHPO'
HOG_0901096_sub12130	'tr|Q4WCK5|Q4WCK5_ASPFU', 'tr|A7F5F8|A7F5F8_SCLS1', 'tr|Q6C586|Q6C586_YARLI'
HOG_0417176_sub10369	'tr|Q4WJT5|Q4WJT5_ASPFU', 'tr|A7ELL8|A7ELL8_SCLS1'
HOG_0417512_sub13087	'sp|Q4WRY5|LAEA_ASPFU', 'tr|A7EKV2|A7EKV2_SCLS1'
HOG_0429382_sub10915	'tr|Q4WRS8|Q4WRS8_ASPFU', 'tr|A7E691|A7E691_SCLS1'
HOG_0426164_sub10576	'tr|Q4WWF3|Q4WWF3_ASPFU', 'tr|A7EI22|A7EI22_SCLS1', 'sp|Q09706|PLD1_SCHPO'
HOG_0679468_sub10764	'tr|Q4WRL0|Q4WRL0_ASPFU', 'tr|A7F964|A7F964_SCLS1', 'sp|P38355|YB8B_YEAST', 'tr|Q6C852|Q6C852_YARLI', 'sp|O14197|YDQ4_SCHPO'
HOG_0428435_sub11498	'tr|Q4WN11|Q4WN11_ASPFU', 'tr|A7EAG5|A7EAG5_SCLS1'
HOG_0683342_sub10842	'tr|Q4WCP3|Q4WCP3_ASPFU', 'tr|A7EJ16|A7EJ16_SCLS1'
HOG_0683342_sub10845	'tr|Q4W9D5|Q4W9D5_ASPFU', 'tr|A7F8E6|A7F8E6_SCLS1', 'sp|P39721|AIM2_YEAST', 'tr|Q6BZV7|Q6BZV7_YARLI'
HOG_0909939_sub14256	'tr|Q4WUF5|Q4WUF5_ASPFU', 'tr|A7E5Z6|A7E5Z6_SCLS1'
HOG_0900527_sub11916	'tr|Q4WGC2|Q4WGC2_ASPFU', 'tr|A7F0D9|A7F0D9_SCLS1', 'sp|Q03102|YMN1_YEAST', 'tr|Q6CCV6|Q6CCV6_YARLI', 'sp|Q9C0Y6|YKM8_SCHPO'
HOG_0429674_sub12317	'tr|E9R963|E9R963_ASPFU', 'tr|A7EMW4|A7EMW4_SCLS1', 'sp|Q04119|PPN1_YEAST', 'sp|Q6CEE7|PPN1_YARLI', 'sp|Q9C1W8|PPN1_SCHPO'
HOG_0681177_sub12715	'tr|Q4WC83|Q4WC83_ASPFU', 'tr|A7EQZ7|A7EQZ7_SCLS1', 'sp|P40469|MET18_YEAST', 'tr|Q6C8U9|Q6C8U9_YARLI'
HOG_0671428_sub10114	'tr|Q4WXN1|Q4WXN1_ASPFU', 'tr|A7FA06|A7FA06_SCLS1'
HOG_0671428_sub10123	'tr|Q4X276|Q4X276_ASPFU', 'tr|A7EZ21|A7EZ21_SCLS1', 'sp|Q10193|SRP1_SCHPO'
HOG_0671428_sub10120	'tr|Q4WGJ6|Q4WGJ6_ASPFU', 'tr|A7EQ94|A7EQ94_SCLS1', 'tr|Q6CHZ9|Q6CHZ9_YARLI'
HOG_0426177_sub12514	'tr|Q4WSU0|Q4WSU0_ASPFU', 'tr|A7EC08|A7EC08_SCLS1'
HOG_0679924_sub14064	'sp|Q4WCX4|NACB_ASPFU', 'sp|A7F9B8|NACB_SCLS1', 'sp|P40314|NACB2_YEAST', 'sp|Q6C2F3|NACB_YARLI', 'sp|Q92371|NACB_SCHPO'
HOG_0356999_sub13573	'sp|P42844|ZIM17_YEAST', 'tr|Q6C2Z1|Q6C2Z1_YARLI', 'sp|Q09759|YA72_SCHPO'
HOG_0416935_sub11673	'tr|Q4WSL6|Q4WSL6_ASPFU', 'tr|A7EN43|A7EN43_SCLS1'
HOG_0680803_sub13540	'tr|Q4WRY8|Q4WRY8_ASPFU', 'tr|A7ELG8|A7ELG8_SCLS1', 'sp|P53215|THG1_YEAST', 'tr|Q6C6G1|Q6C6G1_YARLI', 'sp|Q9Y7T3|THG1_SCHPO'
HOG_0900810_sub12907	'tr|Q4WIQ4|Q4WIQ4_ASPFU', 'sp|Q9URX3|1A1D_SCHPO'
HOG_0680696_sub13704	'tr|Q4WPV1|Q4WPV1_ASPFU', 'sp|Q04177|UTP5_YEAST', 'tr|Q6C5P8|Q6C5P8_YARLI'
HOG_0671240_sub14019	'sp|P20484|MAK11_YEAST', 'tr|Q6C1X4|Q6C1X4_YARLI'
HOG_0680514_sub11859	'sp|Q4X054|EIF3D_ASPFU', 'sp|A7F8K7|EIF3D_SCLS1', 'sp|Q6C1N1|EIF3D_YARLI', 'sp|O94236|EIF3D_SCHPO'
HOG_0356415_sub13653	'sp|P53903|PGA2_YEAST', 'tr|Q6C9W6|Q6C9W6_YARLI'
HOG_0679631_sub10615	'tr|Q4WHF6|Q4WHF6_ASPFU', 'sp|Q12123|DCS2_YEAST', 'tr|Q6BZT0|Q6BZT0_YARLI', 'sp|Q9P7C9|DCPS_SCHPO'
HOG_0355597_sub11075	'sp|P47123|MOG1_YEAST', 'tr|Q6CG95|Q6CG95_YARLI', 'sp|O75002|MOG1_SCHPO'
HOG_0417580_sub14145	'tr|Q4WUS5|Q4WUS5_ASPFU', 'tr|A7ET18|A7ET18_SCLS1'
HOG_0681480_sub14218	'tr|Q4X0Z0|Q4X0Z0_ASPFU', 'tr|A7F9R3|A7F9R3_SCLS1', 'sp|Q12754|RRP12_YEAST', 'tr|Q6C6P9|Q6C6P9_YARLI', 'sp|Q9C0X8|RRP12_SCHPO'
HOG_0671511_sub10521	'tr|E9QQX5|E9QQX5_ASPFU', 'tr|Q6C9U3|Q6C9U3_YARLI'
HOG_0426325_sub10890	'tr|Q4WNZ3|Q4WNZ3_ASPFU', 'tr|A7EG43|A7EG43_SCLS1'
HOG_0679785_sub13494	'tr|Q4X263|Q4X263_ASPFU', 'tr|A7ETJ8|A7ETJ8_SCLS1'
HOG_0680188_sub11290	'tr|Q4WIA2|Q4WIA2_ASPFU', 'tr|A7EB69|A7EB69_SCLS1', 'sp|P32074|COPG_YEAST', 'tr|Q6C314|Q6C314_YARLI', 'sp|P87140|COPG_SCHPO'
HOG_0417556_sub10606	'tr|Q4WMQ1|Q4WMQ1_ASPFU', 'tr|A7E5W8|A7E5W8_SCLS1'
HOG_0419382_sub13505	'tr|Q4WL73|Q4WL73_ASPFU', 'tr|A7EWY3|A7EWY3_SCLS1'
HOG_0433923_sub12852	'tr|Q4WPX9|Q4WPX9_ASPFU', 'tr|A7EET8|A7EET8_SCLS1', 'sp|P53915|NRK1_YEAST', 'tr|Q6CEL5|Q6CEL5_YARLI', 'sp|Q9C0W1|NRK1_SCHPO'
HOG_0430484_sub13887	'tr|Q4WP24|Q4WP24_ASPFU', 'tr|A7ELB1|A7ELB1_SCLS1', 'sp|P38329|VHC1_YEAST', 'tr|Q6CFS0|Q6CFS0_YARLI', 'sp|O60146|YNSG_SCHPO'
HOG_0679418_sub11845	'tr|Q4WAG9|Q4WAG9_ASPFU', 'tr|A7EVV8|A7EVV8_SCLS1', 'sp|O74944|POLK_SCHPO'
HOG_0428104_sub10627	'tr|Q4WRU0|Q4WRU0_ASPFU', 'tr|Q6C8R3|Q6C8R3_YARLI'
HOG_0900006_sub12881	'tr|Q4WV34|Q4WV34_ASPFU', 'tr|A7E7L6|A7E7L6_SCLS1', 'sp|P36421|SYYC_YEAST', 'tr|Q6CBV3|Q6CBV3_YARLI', 'sp|O14055|SYYC_SCHPO'
HOG_0426435_sub13019	'sp|Q4WCJ7|SIP5_ASPFU', 'sp|A7EHE5|SIP5_SCLS1'
HOG_0426670_sub13635	'tr|Q4WCM1|Q4WCM1_ASPFU', 'tr|A7EK01|A7EK01_SCLS1'
HOG_0671389_sub11081	'tr|Q4WHG7|Q4WHG7_ASPFU', 'tr|A7ESM9|A7ESM9_SCLS1', 'sp|Q04002|SCC2_YEAST', 'tr|Q6CGZ4|Q6CGZ4_YARLI'
HOG_0426361_sub12234	'tr|Q4W9P2|Q4W9P2_ASPFU', 'tr|A7ESG5|A7ESG5_SCLS1'
HOG_0680702_sub12495	'tr|Q4WI47|Q4WI47_ASPFU', 'tr|A7ED21|A7ED21_SCLS1', 'sp|P11491|PPB_YEAST', 'tr|Q6C1F6|Q6C1F6_YARLI', 'sp|O60109|PPB_SCHPO'
HOG_0900098_sub11516	'tr|Q4X0G7|Q4X0G7_ASPFU', 'tr|A7E7R3|A7E7R3_SCLS1', 'sp|P32324|EF2_YEAST', 'tr|Q6CI99|Q6CI99_YARLI', 'sp|O14460|EF2_SCHPO'
HOG_0680616_sub12466	'tr|Q4WKD2|Q4WKD2_ASPFU', 'tr|A7ECR7|A7ECR7_SCLS1'
HOG_0356157_sub10343	'sp|P40452|COA1_YEAST', 'tr|Q6C280|Q6C280_YARLI', 'tr|A7ETC9|A7ETC9_SCLS1'
HOG_0433952_sub13142	'sp|Q4WX45|CTRB_ASPFU', 'tr|A7EGK8|A7EGK8_SCLS1', 'sp|P38865|CTR2_YEAST', 'tr|Q6C5R6|Q6C5R6_YARLI'
HOG_0685992_sub11117	'tr|Q4WWZ2|Q4WWZ2_ASPFU', 'tr|A7EG85|A7EG85_SCLS1', 'sp|O42653|YF9E_SCHPO'
HOG_0428591_sub13222	'tr|Q4X170|Q4X170_ASPFU', 'tr|A7E4L2|A7E4L2_SCLS1', 'sp|P38351|PAF1_YEAST', 'tr|Q6C509|Q6C509_YARLI'
HOG_0355837_sub13135	'sp|P06838|RAD10_YEAST', 'tr|Q6C7S4|Q6C7S4_YARLI'
HOG_0418776_sub12699	'tr|E9QTI1|E9QTI1_ASPFU', 'tr|A7F338|A7F338_SCLS1'
HOG_0680585_sub11726	'tr|Q4WUE4|Q4WUE4_ASPFU', 'tr|A7EGV7|A7EGV7_SCLS1', 'sp|O74627|CG1C_SCHPO'
HOG_0429434_sub12870	'tr|Q4WVP1|Q4WVP1_ASPFU', 'tr|A7ED59|A7ED59_SCLS1', 'sp|O74801|RL4P_SCHPO'
HOG_0428599_sub12170	'sp|Q4WHU0|HMGX_ASPFU', 'tr|A7EQM7|A7EQM7_SCLS1', 'tr|Q6CDR4|Q6CDR4_YARLI'
HOG_0900681_sub10141	'tr|Q4WE96|Q4WE96_ASPFU', 'tr|A7EQU9|A7EQU9_SCLS1', 'sp|P46681|DLD2_YEAST', 'tr|Q6CCU5|Q6CCU5_YARLI', 'sp|Q9C1X2|YN53_SCHPO'
HOG_0900681_sub10139	'tr|Q4WR52|Q4WR52_ASPFU', 'tr|A7EQ66|A7EQ66_SCLS1', 'sp|P32891|DLD1_YEAST', 'tr|Q6C773|Q6C773_YARLI'
HOG_0900379_sub11710	'tr|Q4W9N6|Q4W9N6_ASPFU', 'tr|A7E500|A7E500_SCLS1', 'sp|P38197|PLPHP_YEAST', 'tr|Q6CB49|Q6CB49_YARLI', 'sp|Q9P6Q1|PLPHP_SCHPO'
HOG_0681543_sub11006	'sp|P40554|URM1_YEAST', 'sp|B5FVI0|URM1_YARLI', 'sp|A7ETU4|URM1_SCLS1', 'sp|Q9P3U9|URM1_SCHPO'
HOG_0434480_sub12026	'tr|Q4WAM9|Q4WAM9_ASPFU', 'tr|A7EFZ6|A7EFZ6_SCLS1'
HOG_0435713_sub11021	'tr|Q4WRX9|Q4WRX9_ASPFU', 'tr|A7EK80|A7EK80_SCLS1', 'tr|Q6CHD1|Q6CHD1_YARLI'
HOG_0693110_sub11889	'tr|Q4WX16|Q4WX16_ASPFU', 'tr|A7EGN3|A7EGN3_SCLS1'
HOG_0424396_sub13714	'tr|Q4WM39|Q4WM39_ASPFU', 'tr|A7EQB3|A7EQB3_SCLS1'
HOG_0416940_sub13146	'tr|Q4WP93|Q4WP93_ASPFU', 'tr|A7EGX7|A7EGX7_SCLS1'
HOG_0683911_sub11526	'tr|Q4WUJ2|Q4WUJ2_ASPFU', 'tr|A7ECZ5|A7ECZ5_SCLS1', 'tr|Q6CDG8|Q6CDG8_YARLI'
HOG_0356098_sub10130	'sp|Q07688|YPD1_YEAST', 'tr|Q6CD05|Q6CD05_YARLI'
HOG_0702726_sub13038	'tr|Q4WUN6|Q4WUN6_ASPFU', 'tr|A7F1Z3|A7F1Z3_SCLS1', 'sp|O74465|HRR1_SCHPO'
HOG_0681530_sub10812	'tr|Q4WNY5|Q4WNY5_ASPFU', 'tr|A7EES9|A7EES9_SCLS1', 'sp|P53198|ERP6_YEAST', 'tr|Q6CBK2|Q6CBK2_YARLI'
HOG_0681530_sub10815	'sp|Q4WQL0|TMEDA_ASPFU', 'tr|A7EYK4|A7EYK4_SCLS1', 'sp|P54837|TMEDA_YEAST', 'sp|Q6C503|TMEDA_YARLI', 'sp|O13946|TMEDA_SCHPO'
HOG_0428682_sub10182	'tr|A7EQR4|A7EQR4_SCLS1', 'tr|Q6C159|Q6C159_YARLI'
