12	'tr|A7F6B9|A7F6B9_SCLS1', 'tr|Q6CA45|Q6CA45_YARLI', 'sp|O60162|YG23_SCHPO', 'sp|P32368|SAC1_YEAST', 'tr|Q4WP51|Q4WP51_ASPFU'
13	'sp|Q9P7A1|PITH1_SCHPO', 'tr|Q4WTI0|Q4WTI0_ASPFU', 'tr|Q6C0Y2|Q6C0Y2_YARLI', 'tr|A7EXZ5|A7EXZ5_SCLS1'
14	'sp|Q4WS76|ARO1_ASPFU', 'sp|P08566|ARO1_YEAST', 'sp|Q6C1X5|ARO1_YARLI', 'sp|Q9P7R0|ARO1_SCHPO', 'sp|A7F7H0|ARO1_SCLS1'
15	'sp|P36152|DRE2_YEAST', 'sp|Q6CCV4|DRE2_YARLI'
16	'sp|Q06102|YTH1_YEAST', 'sp|Q6C922|YTH1_YARLI'
17	'tr|Q4X107|Q4X107_ASPFU', 'tr|A7E4E0|A7E4E0_SCLS1'
18	'tr|Q4X1Z2|Q4X1Z2_ASPFU', 'tr|A7EU20|A7EU20_SCLS1'
19	'tr|Q4WAT5|Q4WAT5_ASPFU', 'tr|A7F2D2|A7F2D2_SCLS1', 'tr|Q6C5F0|Q6C5F0_YARLI', 'sp|P36013|MAOM_YEAST', 'sp|P40375|MAOX_SCHPO'
20	'sp|Q4WV19|UBA4_ASPFU', 'sp|P38820|UBA4_YEAST', 'sp|A7F582|UBA4_SCLS1', 'sp|Q09810|UBA4_SCHPO', 'sp|Q6CBK1|UBA4_YARLI'
21	'tr|A7EP10|A7EP10_SCLS1', 'tr|Q4X1F3|Q4X1F3_ASPFU'
22	'sp|A7EAG1|ACUK_SCLS1', 'sp|Q4WHD1|ACUK_ASPFU'
23	'sp|Q9UUE7|CDC73_SCHPO', 'tr|A7EQX4|A7EQX4_SCLS1', 'tr|Q4X151|Q4X151_ASPFU', 'tr|Q6CHW0|Q6CHW0_YARLI', 'sp|Q06697|CDC73_YEAST'
24	'tr|A7ENW1|A7ENW1_SCLS1', 'sp|O14333|PSD1_SCHPO', 'tr|Q6C893|Q6C893_YARLI', 'sp|P39006|PSD1_YEAST', 'sp|Q9UTB5|PSD2_SCHPO', 'tr|Q4WRM8|Q4WRM8_ASPFU'
25	'tr|Q4X1F5|Q4X1F5_ASPFU', 'tr|A7F577|A7F577_SCLS1', 'sp|O74941|PEX1_SCHPO', 'tr|Q6CBU7|Q6CBU7_YARLI'
26	'tr|A7EWN8|A7EWN8_SCLS1', 'tr|Q4WTZ8|Q4WTZ8_ASPFU'
27	'sp|O13932|BET1_SCHPO', 'tr|A7ER97|A7ER97_SCLS1', 'tr|Q4WJ32|Q4WJ32_ASPFU'
28	'tr|Q4WEP1|Q4WEP1_ASPFU', 'tr|A7EEL6|A7EEL6_SCLS1'
29	'sp|Q4WPF7|DPH4_ASPFU', 'tr|A7EGF7|A7EGF7_SCLS1'
30	'sp|O74452|SCW1_SCHPO', 'tr|Q4WUG1|Q4WUG1_ASPFU', 'tr|A7EDA6|A7EDA6_SCLS1'
31	'sp|P40005|PFD2_YEAST', 'tr|A7EGH8|A7EGH8_SCLS1', 'tr|Q4WK37|Q4WK37_ASPFU', 'tr|B5FVE1|B5FVE1_YARLI', 'sp|Q9UTC9|PFD2_SCHPO'
32	'tr|Q4WWP5|Q4WWP5_ASPFU', 'sp|O74468|SUMT_SCHPO', 'sp|P36150|SUMT_YEAST', 'tr|A7EV19|A7EV19_SCLS1', 'tr|Q6CI67|Q6CI67_YARLI'
33	'tr|Q6CDW7|Q6CDW7_YARLI', 'tr|Q4WRI0|Q4WRI0_ASPFU'
34	'tr|Q4WKB1|Q4WKB1_ASPFU', 'sp|O13912|YDW6_SCHPO', 'tr|A7EGJ0|A7EGJ0_SCLS1', 'sp|P53925|YNL5_YEAST', 'tr|Q6C174|Q6C174_YARLI'
35	'tr|Q4WE76|Q4WE76_ASPFU', 'tr|Q6C1Q0|Q6C1Q0_YARLI', 'tr|A7EUD9|A7EUD9_SCLS1'
36	'sp|P47102|GEA1_YEAST', 'sp|Q9P7R8|YHV3_SCHPO', 'sp|P39993|GEA2_YEAST', 'tr|A7ET26|A7ET26_SCLS1', 'tr|Q6C5B2|Q6C5B2_YARLI', 'tr|Q4WVF3|Q4WVF3_ASPFU'
37	'sp|P25559|DCC1_YEAST', 'tr|Q6CBF9|Q6CBF9_YARLI'
38	'tr|Q4X254|Q4X254_ASPFU', 'tr|A7EUB6|A7EUB6_SCLS1'
39	'tr|A7F3F1|A7F3F1_SCLS1', 'tr|Q6C7S1|Q6C7S1_YARLI', 'tr|Q4WXJ0|Q4WXJ0_ASPFU', 'sp|Q08234|YO075_YEAST'
40	'tr|Q6C5V9|Q6C5V9_YARLI', 'sp|P51533|PDR10_YEAST', 'sp|Q4X006|ABCA2_ASPFU', 'sp|P41820|BFR1_SCHPO', 'sp|Q4WR59|ABCA_ASPFU', 'sp|P33302|PDR5_YEAST', 'tr|A7E9R2|A7E9R2_SCLS1', 'tr|Q6CFY4|Q6CFY4_YARLI', 'sp|Q4WDV4|ABCF_ASPFU', 'tr|Q6CET9|Q6CET9_YARLI', 'sp|Q04182|PDR15_YEAST', 'tr|Q6CBB8|Q6CBB8_YARLI', 'tr|Q4WE99|Q4WE99_ASPFU', 'sp|Q4WWW3|ATRI_ASPFU', 'tr|A7EAS5|A7EAS5_SCLS1', 'sp|E9RBG1|ABCC_ASPFU'
41	'tr|Q6C1A3|Q6C1A3_YARLI', 'sp|Q02785|PDR12_YEAST'
42	'tr|A7EGP1|A7EGP1_SCLS1', 'sp|Q4WUS1|ABCI_ASPFU'
43	'sp|Q4WFQ4|ABCH_ASPFU', 'tr|A7F7S9|A7F7S9_SCLS1'
44	'tr|A7EN16|A7EN16_SCLS1', 'sp|Q4WDD4|ATRF_ASPFU'
45	'sp|Q6C030|DPB2_YARLI', 'sp|O94263|DPB2_SCHPO', 'tr|A7EIS4|A7EIS4_SCLS1', 'tr|Q4WH95|Q4WH95_ASPFU', 'sp|P24482|DPB2_YEAST'
46	'tr|A7EH39|A7EH39_SCLS1', 'tr|Q4WTX7|Q4WTX7_ASPFU'
47	'tr|Q4WY47|Q4WY47_ASPFU', 'tr|A7EQB6|A7EQB6_SCLS1'
48	'tr|Q6CBD9|Q6CBD9_YARLI', 'sp|P40009|YND1_YEAST', 'tr|Q4WV67|Q4WV67_ASPFU', 'sp|Q9USP2|YND1_SCHPO', 'tr|A7ET14|A7ET14_SCLS1'
49	'tr|Q6CE10|Q6CE10_YARLI', 'sp|Q4X228|STUA_ASPFU', 'tr|Q6CAM0|Q6CAM0_YARLI', 'tr|A7ES51|A7ES51_SCLS1'
50	'sp|Q06188|YL455_YEAST', 'tr|Q6CD93|Q6CD93_YARLI'
51	'tr|B5FVH6|B5FVH6_YARLI', 'sp|Q06537|YP153_YEAST', 'tr|Q6CBF6|Q6CBF6_YARLI', 'tr|Q4X1X9|Q4X1X9_ASPFU'
52	'tr|Q6CHZ7|Q6CHZ7_YARLI', 'sp|O14241|ARPC2_SCHPO', 'tr|A7ECQ5|A7ECQ5_SCLS1', 'sp|P53731|ARPC2_YEAST', 'tr|Q4WKF3|Q4WKF3_ASPFU'
53	'sp|P87311|MUB1_SCHPO', 'tr|Q6C734|Q6C734_YARLI', 'sp|Q03162|MUB1_YEAST', 'sp|Q4WVI6|MUB1_ASPFU', 'tr|A7F1S7|A7F1S7_SCLS1'
54	'tr|A7F7J2|A7F7J2_SCLS1', 'tr|Q4X1U5|Q4X1U5_ASPFU'
55	'sp|P87231|MUS81_SCHPO', 'sp|Q04149|MUS81_YEAST', 'sp|Q4WYE5|MUS81_ASPFU', 'tr|A7E8F6|A7E8F6_SCLS1'
56	'tr|Q4WSG8|Q4WSG8_ASPFU', 'tr|A7F6X4|A7F6X4_SCLS1'
57	'tr|A7EZK8|A7EZK8_SCLS1', 'tr|Q4WB30|Q4WB30_ASPFU', 'tr|Q6C0P7|Q6C0P7_YARLI', 'sp|Q9UTI0|PYRC_SCHPO', 'sp|P20051|PYRC_YEAST'
58	'tr|Q4WN20|Q4WN20_ASPFU', 'tr|A7F7C0|A7F7C0_SCLS1'
59	'tr|A7EQ02|A7EQ02_SCLS1', 'tr|Q4WJJ6|Q4WJJ6_ASPFU'
60	'tr|Q4WIH9|Q4WIH9_ASPFU', 'tr|A7EIT2|A7EIT2_SCLS1'
61	'tr|Q4WMY8|Q4WMY8_ASPFU', 'tr|A7F6M8|A7F6M8_SCLS1', 'tr|Q6CDP5|Q6CDP5_YARLI', 'sp|Q10414|MU161_SCHPO', 'sp|P53255|DRN1_YEAST'
62	'tr|A7ED35|A7ED35_SCLS1', 'sp|Q4WVM7|ATM_ASPFU'
63	'tr|A7EKI3|A7EKI3_SCLS1', 'tr|Q6CAM7|Q6CAM7_YARLI'
64	'tr|A7E8V2|A7E8V2_SCLS1', 'tr|Q4WEH1|Q4WEH1_ASPFU'
65	'tr|Q6C0A7|Q6C0A7_YARLI', 'sp|P38123|SWD3_YEAST'
66	'sp|A7EZJ5|CIAO1_SCLS1', 'sp|Q05583|CIAO1_YEAST', 'sp|Q4WTL0|CIAO1_ASPFU', 'sp|Q6CBI8|CIAO1_YARLI'
67	'tr|B5RSJ9|B5RSJ9_YARLI', 'sp|Q9UUN5|PRA1_SCHPO', 'sp|P53633|PRA1_YEAST', 'tr|Q4WNE8|Q4WNE8_ASPFU'
68	'tr|A7E5J4|A7E5J4_SCLS1', 'sp|P33307|CSE1_YEAST', 'sp|O13671|CSE1_SCHPO', 'tr|Q6C6Q8|Q6C6Q8_YARLI', 'tr|Q4WDA0|Q4WDA0_ASPFU'
69	'tr|Q4X063|Q4X063_ASPFU', 'tr|A7F2J9|A7F2J9_SCLS1'
70	'sp|P36100|T2EA_YEAST', 'tr|Q4X1X4|Q4X1X4_ASPFU', 'sp|Q9P3W1|T2EA_SCHPO', 'tr|A7EUA8|A7EUA8_SCLS1', 'tr|Q6C0A8|Q6C0A8_YARLI'
71	'tr|A7EHA5|A7EHA5_SCLS1', 'tr|Q4WAH5|Q4WAH5_ASPFU'
72	'tr|E9QVR0|E9QVR0_ASPFU', 'tr|A7EQI9|A7EQI9_SCLS1'
73	'sp|P38840|ARO9_YEAST', 'tr|Q6CCZ6|Q6CCZ6_YARLI'
74	'tr|Q6C4B7|Q6C4B7_YARLI', 'sp|Q06623|HDA3_YEAST'
75	'tr|A7EUG8|A7EUG8_SCLS1', 'tr|Q4WDM0|Q4WDM0_ASPFU', 'tr|Q6C5X9|Q6C5X9_YARLI'
76	'tr|Q4WGP3|Q4WGP3_ASPFU', 'tr|A7F894|A7F894_SCLS1', 'sp|Q9Y7R8|MDHM_SCHPO', 'sp|P17505|MDHM_YEAST', 'tr|Q6C8V3|Q6C8V3_YARLI'
77	'tr|A7E7Y9|A7E7Y9_SCLS1', 'tr|Q4WCF7|Q4WCF7_ASPFU', 'sp|Q09189|AZR1_SCHPO'
78	'tr|Q6C2E0|Q6C2E0_YARLI', 'tr|Q4WE90|Q4WE90_ASPFU', 'sp|Q10429|CND3_SCHPO', 'sp|Q06680|CND3_YEAST', 'tr|A7EQU0|A7EQU0_SCLS1'
79	'tr|A7F8W5|A7F8W5_SCLS1', 'tr|Q4W9X2|Q4W9X2_ASPFU'
80	'sp|O14133|ATE1_SCHPO', 'tr|Q6C744|Q6C744_YARLI', 'tr|Q4X0L4|Q4X0L4_ASPFU', 'tr|A7EYT0|A7EYT0_SCLS1'
81	'tr|A7EMI1|A7EMI1_SCLS1', 'sp|Q3E764|TMA7_YEAST', 'tr|B5FVB9|B5FVB9_YARLI', 'tr|Q4WXS3|Q4WXS3_ASPFU'
82	'tr|Q6BZT4|Q6BZT4_YARLI', 'sp|O43065|BTAF1_SCHPO', 'sp|Q4WJI7|BTAF1_ASPFU', 'tr|A7EPF3|A7EPF3_SCLS1', 'sp|P32333|BTAF1_YEAST'
83	'tr|A7EDX4|A7EDX4_SCLS1', 'tr|Q4WIB7|Q4WIB7_ASPFU'
84	'tr|Q4X1Y2|Q4X1Y2_ASPFU', 'tr|Q6C757|Q6C757_YARLI', 'tr|A7EUB8|A7EUB8_SCLS1'
85	'tr|A7E5L0|A7E5L0_SCLS1', 'tr|Q4WDF8|Q4WDF8_ASPFU'
86	'tr|Q6C3F0|Q6C3F0_YARLI', 'tr|A7F3M2|A7F3M2_SCLS1', 'sp|P17883|SKI3_YEAST', 'tr|Q4WXA6|Q4WXA6_ASPFU'
87	'tr|Q4WKP5|Q4WKP5_ASPFU', 'tr|A7F5C1|A7F5C1_SCLS1', 'sp|O74942|CYP9_SCHPO', 'tr|Q6CBT5|Q6CBT5_YARLI'
88	'tr|Q4WL23|Q4WL23_ASPFU', 'tr|Q4WCK5|Q4WCK5_ASPFU', 'tr|Q6C586|Q6C586_YARLI', 'tr|A7F5F8|A7F5F8_SCLS1'
89	'tr|A7ELL8|A7ELL8_SCLS1', 'tr|Q4WJT5|Q4WJT5_ASPFU'
90	'sp|Q4WRY5|LAEA_ASPFU', 'tr|A7EKV2|A7EKV2_SCLS1'
91	'tr|A7E691|A7E691_SCLS1', 'tr|Q4WRS8|Q4WRS8_ASPFU'
92	'tr|A7EI22|A7EI22_SCLS1', 'tr|Q4WWF3|Q4WWF3_ASPFU', 'sp|Q09706|PLD1_SCHPO'
93	'tr|A7F964|A7F964_SCLS1', 'sp|O14197|YDQ4_SCHPO', 'sp|P38355|YB8B_YEAST', 'tr|Q6C852|Q6C852_YARLI', 'tr|Q4WRL0|Q4WRL0_ASPFU'
94	'tr|A7EAG5|A7EAG5_SCLS1', 'tr|Q4WN11|Q4WN11_ASPFU'
95	'tr|Q4WCP3|Q4WCP3_ASPFU', 'tr|A7EJ16|A7EJ16_SCLS1'
96	'tr|Q4W9D5|Q4W9D5_ASPFU', 'tr|A7F8E6|A7F8E6_SCLS1', 'tr|Q6BZV7|Q6BZV7_YARLI', 'tr|Q4WLQ0|Q4WLQ0_ASPFU', 'sp|P39721|AIM2_YEAST'
97	'tr|Q4WUF5|Q4WUF5_ASPFU', 'tr|A7E5Z6|A7E5Z6_SCLS1'
98	'tr|Q4WRP3|Q4WRP3_ASPFU', 'sp|Q03102|YMN1_YEAST', 'tr|A7F0D9|A7F0D9_SCLS1', 'tr|Q6CCV6|Q6CCV6_YARLI', 'sp|Q9C0Y6|YKM8_SCHPO', 'tr|A7ELU0|A7ELU0_SCLS1', 'tr|Q4WGC2|Q4WGC2_ASPFU'
99	'sp|Q6CEE7|PPN1_YARLI', 'tr|A7EMW4|A7EMW4_SCLS1', 'sp|Q9C1W8|PPN1_SCHPO', 'sp|Q04119|PPN1_YEAST', 'tr|E9R963|E9R963_ASPFU'
100	'tr|A7EQZ7|A7EQZ7_SCLS1', 'tr|Q4WC83|Q4WC83_ASPFU', 'sp|P40469|MET18_YEAST', 'tr|Q6C8U9|Q6C8U9_YARLI'
101	'tr|A7FA06|A7FA06_SCLS1', 'tr|Q4WXN1|Q4WXN1_ASPFU'
102	'sp|Q10193|SRP1_SCHPO', 'tr|A7EZ21|A7EZ21_SCLS1', 'tr|Q4X276|Q4X276_ASPFU'
103	'tr|A7EQ94|A7EQ94_SCLS1', 'tr|Q4WGJ6|Q4WGJ6_ASPFU', 'tr|Q6CHZ9|Q6CHZ9_YARLI'
104	'tr|Q4WSU0|Q4WSU0_ASPFU', 'tr|A7EC08|A7EC08_SCLS1'
105	'sp|Q6C2F3|NACB_YARLI', 'sp|Q92371|NACB_SCHPO', 'sp|Q4WCX4|NACB_ASPFU', 'sp|Q02642|NACB1_YEAST', 'sp|A7F9B8|NACB_SCLS1', 'sp|P40314|NACB2_YEAST'
106	'tr|Q6C2Z1|Q6C2Z1_YARLI', 'sp|P42844|ZIM17_YEAST', 'sp|Q09759|YA72_SCHPO'
107	'tr|A7EN43|A7EN43_SCLS1', 'tr|Q4WSL6|Q4WSL6_ASPFU'
108	'tr|Q4WRY8|Q4WRY8_ASPFU', 'tr|Q6C6G1|Q6C6G1_YARLI', 'tr|A7ELG8|A7ELG8_SCLS1', 'sp|Q9Y7T3|THG1_SCHPO', 'sp|P53215|THG1_YEAST'
109	'sp|Q9URX3|1A1D_SCHPO', 'tr|Q4WIQ4|Q4WIQ4_ASPFU'
110	'sp|Q04177|UTP5_YEAST', 'tr|Q6C5P8|Q6C5P8_YARLI', 'tr|Q4WPV1|Q4WPV1_ASPFU'
111	'tr|Q6C1X4|Q6C1X4_YARLI', 'sp|P20484|MAK11_YEAST'
112	'sp|Q6C1N1|EIF3D_YARLI', 'sp|O94236|EIF3D_SCHPO', 'sp|Q4X054|EIF3D_ASPFU', 'sp|A7F8K7|EIF3D_SCLS1'
113	'tr|Q6C9W6|Q6C9W6_YARLI', 'sp|P53903|PGA2_YEAST'
114	'tr|Q4WHF6|Q4WHF6_ASPFU', 'sp|Q9P7C9|DCPS_SCHPO', 'sp|Q12123|DCS2_YEAST', 'sp|Q06151|DCPS_YEAST', 'tr|Q6BZT0|Q6BZT0_YARLI'
115	'sp|O75002|MOG1_SCHPO', 'sp|P47123|MOG1_YEAST', 'tr|Q6CG95|Q6CG95_YARLI'
116	'tr|A7ET18|A7ET18_SCLS1', 'tr|Q4WUS5|Q4WUS5_ASPFU'
117	'sp|Q12754|RRP12_YEAST', 'tr|Q4X0Z0|Q4X0Z0_ASPFU', 'tr|Q6C6P9|Q6C6P9_YARLI', 'tr|A7F9R3|A7F9R3_SCLS1', 'sp|Q9C0X8|RRP12_SCHPO'
118	'tr|Q6C9U3|Q6C9U3_YARLI', 'tr|E9QXB9|E9QXB9_ASPFU', 'tr|E9QQX5|E9QQX5_ASPFU'
119	'tr|Q4WNZ3|Q4WNZ3_ASPFU', 'tr|A7EG43|A7EG43_SCLS1'
120	'tr|A7ETJ8|A7ETJ8_SCLS1', 'tr|Q4X263|Q4X263_ASPFU'
121	'tr|A7EB69|A7EB69_SCLS1', 'tr|Q4WIA2|Q4WIA2_ASPFU', 'sp|P87140|COPG_SCHPO', 'sp|P32074|COPG_YEAST', 'tr|Q6C314|Q6C314_YARLI'
122	'tr|A7E5W8|A7E5W8_SCLS1', 'tr|Q4WMQ1|Q4WMQ1_ASPFU'
123	'tr|A7EWY3|A7EWY3_SCLS1', 'tr|Q4WL73|Q4WL73_ASPFU'
124	'tr|A7EET8|A7EET8_SCLS1', 'sp|Q9C0W1|NRK1_SCHPO', 'tr|Q6CEL5|Q6CEL5_YARLI', 'tr|Q4WPX9|Q4WPX9_ASPFU', 'sp|P53915|NRK1_YEAST'
125	'tr|A7ELB1|A7ELB1_SCLS1', 'sp|O60146|YNSG_SCHPO', 'sp|P38329|VHC1_YEAST', 'tr|Q6CFS0|Q6CFS0_YARLI', 'tr|Q4WP24|Q4WP24_ASPFU'
126	'tr|A7EVV8|A7EVV8_SCLS1', 'tr|Q4WAG9|Q4WAG9_ASPFU', 'sp|O74944|POLK_SCHPO'
127	'tr|Q4WRU0|Q4WRU0_ASPFU', 'tr|Q6C8R3|Q6C8R3_YARLI'
128	'sp|O14055|SYYC_SCHPO', 'tr|Q4WV34|Q4WV34_ASPFU', 'sp|P36421|SYYC_YEAST', 'tr|Q6CBV3|Q6CBV3_YARLI', 'tr|A7E7L6|A7E7L6_SCLS1'
129	'sp|Q4WCJ7|SIP5_ASPFU', 'sp|A7EHE5|SIP5_SCLS1'
130	'tr|A7EK01|A7EK01_SCLS1', 'tr|Q4WCM1|Q4WCM1_ASPFU'
131	'tr|A7ESM9|A7ESM9_SCLS1', 'sp|Q04002|SCC2_YEAST', 'tr|Q4WHG7|Q4WHG7_ASPFU', 'tr|Q6CGZ4|Q6CGZ4_YARLI'
132	'tr|A7ESG5|A7ESG5_SCLS1', 'tr|Q4W9P2|Q4W9P2_ASPFU'
133	'sp|O60109|PPB_SCHPO', 'tr|Q6C1F6|Q6C1F6_YARLI', 'tr|A7ED21|A7ED21_SCLS1', 'sp|P11491|PPB_YEAST', 'tr|Q4WI47|Q4WI47_ASPFU'
134	'tr|Q4X0G7|Q4X0G7_ASPFU', 'sp|P32324|EF2_YEAST', 'tr|Q6CI99|Q6CI99_YARLI', 'tr|Q6CGD8|Q6CGD8_YARLI', 'tr|A7E7R3|A7E7R3_SCLS1', 'sp|O14460|EF2_SCHPO'
135	'tr|Q4WKD2|Q4WKD2_ASPFU', 'tr|A7ECR7|A7ECR7_SCLS1'
136	'tr|Q6C280|Q6C280_YARLI', 'sp|P40452|COA1_YEAST', 'tr|A7ETC9|A7ETC9_SCLS1'
137	'sp|Q4WX45|CTRB_ASPFU', 'sp|P38865|CTR2_YEAST', 'tr|Q6C5R6|Q6C5R6_YARLI', 'tr|A7EGK8|A7EGK8_SCLS1'
138	'tr|Q4WWZ2|Q4WWZ2_ASPFU', 'tr|A7EG85|A7EG85_SCLS1', 'sp|O42653|YF9E_SCHPO'
139	'tr|Q4X170|Q4X170_ASPFU', 'tr|A7E4L2|A7E4L2_SCLS1', 'tr|Q6C509|Q6C509_YARLI', 'sp|P38351|PAF1_YEAST'
140	'sp|P06838|RAD10_YEAST', 'tr|Q6C7S4|Q6C7S4_YARLI'
141	'tr|A7F338|A7F338_SCLS1', 'tr|E9QTI1|E9QTI1_ASPFU'
142	'tr|Q4WUE4|Q4WUE4_ASPFU', 'sp|O74627|CG1C_SCHPO', 'tr|A7EGV7|A7EGV7_SCLS1'
143	'tr|Q4WVP1|Q4WVP1_ASPFU', 'sp|O74801|RL4P_SCHPO', 'tr|A7ED59|A7ED59_SCLS1'
144	'tr|A7EQM7|A7EQM7_SCLS1', 'tr|Q6CDR4|Q6CDR4_YARLI', 'sp|Q4WHU0|HMGX_ASPFU'
145	'sp|Q9C1X2|YN53_SCHPO', 'tr|Q6CCU5|Q6CCU5_YARLI', 'sp|P46681|DLD2_YEAST', 'tr|A7EQU9|A7EQU9_SCLS1', 'tr|Q4WE96|Q4WE96_ASPFU', 'sp|P39976|DLD3_YEAST'
146	'tr|A7EQ66|A7EQ66_SCLS1', 'tr|A7F6C9|A7F6C9_SCLS1', 'tr|A7F310|A7F310_SCLS1', 'tr|Q4WWR7|Q4WWR7_ASPFU', 'sp|P32891|DLD1_YEAST', 'tr|Q4WAU8|Q4WAU8_ASPFU', 'tr|Q6C773|Q6C773_YARLI', 'tr|Q4WL17|Q4WL17_ASPFU', 'tr|Q4WR52|Q4WR52_ASPFU'
147	'sp|P38197|PLPHP_YEAST', 'sp|Q9P6Q1|PLPHP_SCHPO', 'tr|Q6CB49|Q6CB49_YARLI', 'tr|A7E500|A7E500_SCLS1', 'tr|Q4W9N6|Q4W9N6_ASPFU'
148	'sp|B5FVI0|URM1_YARLI', 'sp|Q9P3U9|URM1_SCHPO', 'sp|P40554|URM1_YEAST', 'sp|A7ETU4|URM1_SCLS1'
149	'tr|Q4WAM9|Q4WAM9_ASPFU', 'tr|A7EFZ6|A7EFZ6_SCLS1'
150	'tr|Q6CHD1|Q6CHD1_YARLI', 'tr|A7EK80|A7EK80_SCLS1', 'tr|Q4WRX9|Q4WRX9_ASPFU'
151	'tr|Q4WX16|Q4WX16_ASPFU', 'tr|A7EGN3|A7EGN3_SCLS1'
152	'tr|A7EQB3|A7EQB3_SCLS1', 'tr|Q4WM39|Q4WM39_ASPFU'
153	'tr|Q4WP93|Q4WP93_ASPFU', 'tr|A7EGX7|A7EGX7_SCLS1'
154	'tr|Q6CCP7|Q6CCP7_YARLI', 'tr|Q6CDG8|Q6CDG8_YARLI', 'tr|Q4WUJ2|Q4WUJ2_ASPFU', 'tr|A4D9Y4|A4D9Y4_ASPFU', 'tr|A7ECZ5|A7ECZ5_SCLS1'
155	'tr|Q6CD05|Q6CD05_YARLI', 'sp|Q07688|YPD1_YEAST'
156	'tr|A7F1Z3|A7F1Z3_SCLS1', 'sp|O74465|HRR1_SCHPO', 'tr|Q4WUN6|Q4WUN6_ASPFU'
157	'tr|Q4WNY5|Q4WNY5_ASPFU', 'tr|Q6CBK2|Q6CBK2_YARLI', 'tr|A7EES9|A7EES9_SCLS1', 'sp|P53198|ERP6_YEAST', 'sp|P38819|ERP5_YEAST', 'sp|Q05359|ERP1_YEAST'
158	'sp|P54837|TMEDA_YEAST', 'sp|O13946|TMEDA_SCHPO', 'tr|A7EYK4|A7EYK4_SCLS1', 'sp|Q6C503|TMEDA_YARLI', 'sp|Q4WQL0|TMEDA_ASPFU'
159	'tr|Q6CH88|Q6CH88_YARLI', 'tr|Q6C159|Q6C159_YARLI', 'tr|A7EQR4|A7EQR4_SCLS1'
160	'sp|P26783|RS5_YEAST', 'sp|O14277|RS5A_SCHPO', 'tr|Q4WRU9|Q4WRU9_ASPFU', 'tr|Q6C2E5|Q6C2E5_YARLI', 'tr|A7E6C1|A7E6C1_SCLS1', 'sp|Q9P3T6|RS5B_SCHPO'
161	'tr|Q4WG65|Q4WG65_ASPFU', 'tr|A7F5D8|A7F5D8_SCLS1', 'sp|O14081|TPSX_SCHPO'
162	'sp|A7E5P6|ARGJ1_SCLS1', 'sp|Q6C627|ARGJ_YARLI', 'sp|O94346|ARGJ_SCHPO', 'sp|Q04728|ARGJ_YEAST', 'sp|Q4WUE0|ARGJ_ASPFU', 'sp|A7EDG9|ARGJ2_SCLS1'
163	'tr|A7F5R0|A7F5R0_SCLS1', 'tr|Q4WLV5|Q4WLV5_ASPFU', 'tr|Q4W9A9|Q4W9A9_ASPFU'
164	'tr|Q6C714|Q6C714_YARLI', 'tr|Q4WA77|Q4WA77_ASPFU', 'tr|Q4WXD9|Q4WXD9_ASPFU', 'tr|A7EPZ1|A7EPZ1_SCLS1', 'tr|Q4WUD1|Q4WUD1_ASPFU', 'tr|A7EQF2|A7EQF2_SCLS1'
165	'tr|Q4WNX6|Q4WNX6_ASPFU', 'tr|A7F006|A7F006_SCLS1', 'tr|Q6C742|Q6C742_YARLI', 'tr|A7EGI8|A7EGI8_SCLS1'
